Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,-0.9962694565569803,-1.534510607354294,-4.256640795235272,
0.0050354,-0.15346087774558426,0.13995743208531586,4.861386582561782,
0.010040283,0.9823948720222827,0.8110748323870034,2.2648783090181763,
0.015075684,-1.1754122273821739,-0.19390136455914764,-4.148693055910459,
0.020080566,0.8294700227817609,-0.4941347635223181,0.9465484849591327,
0.025085449,0.029591643225408748,1.169535939182147,3.233801287967306,
0.03012085,0.437381810674077,-0.006717440060532098,-3.5401928563449054,
0.035125732,-1.1095916217732384,-1.6717435809546757,-3.653846179607174,
0.040161133,0.04510258148765922,0.5358229086737598,5.912482138345511,
0.045166016,0.9018291355026274,0.7293785417827578,0.5430106130201587,
0.050201416,-1.059823312691648,-0.5887017564175441,-3.9594391658338735,
0.055206299,0.9161916428154315,-0.0783100379465349,2.2912377298329014,
0.060241699,-0.23814043574765476,1.1459457196427714,2.430573191678821,
0.065246582,0.3975003467143762,-0.4699621742857829,-4.602245548219443,
0.070251465,-1.0457326327847491,-1.456243176928627,-2.2912446807630547,
0.075286865,0.5731184836159507,0.8365679584570991,6.560119489764556,
0.080291748,0.6232164665802606,0.8071571987969293,-0.9959839980321048,
0.085327148,-1.5297959673607915,-0.8233538308062069,-3.461045010925684,
0.090332031,1.1378087339238667,-0.045768025582464844,2.362413991259453,
0.095336914,0.07897257307659344,1.4018133139090292,2.0891255289450625,
0.100372314,0.28537044127377476,-0.7460176105915259,-4.7547371745002005,
0.105377197,-1.2503657563559802,-1.263366822848221,-1.3961847591314105,
0.110412598,0.48602331288396583,0.8740233385964231,6.628779731757372,
0.115417481,0.5707766581196727,0.3544554872833885,-2.4407872497503527,
0.120422363,-1.3419016227230118,-0.8311817039232885,-2.259087319331532,
0.125457764,1.3245133697903406,0.3406210431113692,3.1669244804722743,
0.130462647,-0.15855336666772757,1.1516472251140968,0.8920722992215697,
0.135498047,0.07810115432206796,-1.0514971613149733,-5.216298215310244,
0.14050293,-1.1825141937298458,-1.0384877681144786,-0.11246728318569543,
0.145507813,0.9770111059536235,1.4006062698834185,6.224967579701444,
0.150543213,0.39854003710664887,0.19154214481298482,-3.081781307332595,
0.155548096,-1.1406772476584308,-0.8331798583683625,-1.745246823209826,
0.160583496,0.9013131823420053,0.46543853518030964,3.1489563500258893,
0.165588379,0.18091382712360424,0.8894895000192484,0.20540775580196147,
0.170623779,-0.23642128205111662,-1.0677785171721013,-5.217839322702181,
0.175628662,-0.8403577287658933,-0.808251134050181,1.0948813738695051,
0.180633545,0.8389320787060354,1.098296553697356,6.518568673314355,
0.185668945,-0.07585140734767168,0.03970902030163437,-4.9269907644735165,
0.190673828,-0.7674438211906374,-0.8071610064149422,-0.8731844084538134,
0.195709229,0.8627905485162402,0.7984484409617956,3.6876341138619493,
0.200714111,0.3741923997504921,0.7517714480819375,-0.5339381190666904,
0.205718994,-0.5223379747308563,-1.3522571579406986,-5.420497663222102,
0.210754395,-0.9407585633784351,-0.4095156872900585,2.455471986609818,
0.215759277,1.093804282109752,0.8311887196992025,4.952341456475355,
0.220794678,-0.32589651571844847,-0.020754590646888005,-4.448478397319716,
0.225799561,-0.14962102116850878,-0.5452413678300108,0.0037905243317268855,
0.230834961,0.443413534627693,0.9122199916734921,3.527299997590382,
0.235839844,0.31068785895215445,0.616775505057543,-1.5930647870839447,
0.240844727,-0.6842377987757765,-1.6173095764227163,-5.6433971421671565,
0.245880127,-0.4477930710518712,-0.15421143066942378,4.135062559703775,
0.25088501,1.047649332221003,1.069904781245711,4.10483959854427,
0.25592041,-0.6616119795356976,-0.1132534210971805,-5.168618555539584,
0.260925293,0.1583202796526919,-0.5253927759402437,0.7397023235370829,
0.265960693,0.18986423153465354,0.897459216747805,3.5107682064859165,
0.270965576,0.48325124850897283,0.16059432652324368,-2.768924497311267,
0.275970459,-0.8047564230678218,-1.5244786403439043,-4.230093211130264,
0.281005859,-0.34883443532925745,0.19778769319362688,5.160346817814539,
0.286010742,1.0942478814240941,1.0756862092424022,2.0750181769078817,
0.291046143,-0.9920821636107248,-0.5817239818248279,-4.727717392067445,
0.296051025,0.5317615152051702,-0.5419905135848619,1.621060949627294,
0.301055908,0.1457705402891362,1.4377210656946104,3.148997197201836,
0.306091309,0.402004615825059,-0.041180569319312355,-3.3590371055197816,
0.311096191,-1.1110867370274529,-1.6763282445179506,-3.9743634734783257,
0.316131592,0.11669701662803772,0.4555438496981399,5.27683246340484,
0.321136475,1.0721051718961803,1.0501406461647633,1.5514586465051219,
0.326141357,-1.4867250421705558,-0.76304910416194,-3.7694165788896528,
0.331176758,0.9500852982948054,-0.31546858020455204,1.313177674388278,
0.336181641,-0.09035900745790576,1.431231092867609,2.7034962410731227,
